issue_date;community_area_name;unit_description;license_plate_number;violation_code;fine_amount
2000-10-12 10:20:00;LOOP;DOF;4bc4f3921a382de1fe625334b55c062b79a39ee6512200d34977fd97bd523ce0;0964125;60
2005-01-03 09:35:00;LOWER WEST SIDE;CPD;71ec57a3792173ea4a52d7c5565bb98099347e2e0b52fcafeb09d73a39c26e18;0980080A;100
2004-07-07 09:18:00;WEST GARFIELD PARK;CPD;da813fc34c3d0c0056b07b108c095e81c27a7aa1e372b740f9e7520ae06afa79;0964040B;50
2006-08-31 09:10:00;LAKE VIEW;DOF;fa48fd598917b18330b7bf11bb00daa68c4f4994896957c1fbf2ffa2cf235c25;0964040B;50
2015-01-26 16:46:00;NEAR NORTH SIDE;DOF;7895f994deb2f9b4685de9ab73b0da7aca8c59fc1e5d51feb7c36c60b7e6f31d;0964190B;65
1999-11-02 14:05:00;NEAR NORTH SIDE;DOF;02b792ef7a2706dd9203fa08fc1eba60a4386547737004d0f097f0e843359b14;0964190B;30
2002-09-20 07:05:00;LAKE VIEW;DOF;4d1b7af6b462fd1da969c23a93804cf1fbc0e744ae8db300d300a23acc2aa728;0964040B;50
2005-09-01 10:01:00;NEAR WEST SIDE;DOF;dbcbe4f010e62bb6979ce4ecb6a365a0077ea5da6fda30cfa9e9425b77c515f4;0976160A;50
2004-07-27 16:23:00;PORTAGE PARK;CPD;6987ed101142f886e57f21d7ef7f0ba4899e5647bbdfc3f9ceb1c1a984cff682;0964080A;50
1998-12-05 13:35:00;NEAR WEST SIDE;CPD;1aabda93c6e5361bf8dc81671fa4e0752e88f27cbb76a47f657591eba97ad842;0976160A;25
1997-01-15 10:59:00;NEAR WEST SIDE;Unidentified;7e9164919fffdd1c191ee3f8d698fc46f166f339dc347594b46420f49b0f4a7d;0964190A;20
2012-05-04 09:46:00;NEAR WEST SIDE;DOF;dd664a6370afa762e64cf3f05f4e9b0dbdbce068c5c9dd6083c3446ec790d8b9;0964040B;50
2017-06-06 09:48:00;SOUTH SHORE;CPD;b58d177e5a54af7eacf59c0d80ceda5c847460f41342cf1fc10e807c8aeaf14f;0964040B;60
1998-03-23 09:35:00;CHATHAM;Unidentified;0b25678a22243a22ffa45b23534d674e284cf60b94bc281de8f2e94c6316158e;0964190A;20
2006-03-03 13:59:00;LOOP;CPD;c6c48929aa3b2fab512e3c482c5772000dcb23290ba0aef481f2cc7212af9565;0964190B;50
2011-10-22 15:17:00;LINCOLN PARK;DOF;ecc2e1ef63e42efac6ca7edc89294486eb2cb285a4a0aebafac7d82e3e7272f7;0964080B;60
1999-06-25 13:52:00;LOOP;CPD;27aaeae82e66f0e032cf0913f07352cd0b348f5fae130b905a4c100b996efbe8;0964190B;30
2002-10-12 23:33:00;NEAR SOUTH SIDE;CPD;d2705c8025c50b68aa7b8d205a7e37be20870001e995e396b95a70a3d3b68d65;0964080B;50
2008-09-24 09:31:00;LINCOLN PARK;DOF;7c134a14dc0106e6a46bd645f7a57fdde8d43f22b0586d6f30ccfac118f1374c;0964040B;50
2017-01-22 10:57:00;LAKE VIEW;DOF;1b93fd58d70e6fb17a24f60ab1ddc73834b17436d6b38f70e5a4526ac1df82bf;0976160F;60
2014-07-22 07:54:00;LOOP;DOF;f069731e35be72324bed3547d7829b225a3198f23d55bf79e3b81ef3f0e36f0b;0964150B;75
2000-09-13 09:15:00;LINCOLN PARK;DOF;7ab3f2d7fe57bdfceaf3c0febdfa686df1396c2e36638a0ecc2759119706ff52;0964040B;50
2017-11-27 08:01:00;WEST TOWN;DOF;27878aa4eca612de1f7cdb71cea862bc4d86e5adb3846816fb1d4f670d40d3b5;0976160B;60
2017-10-03 19:17:00;CHICAGO LAWN;CPD;3ab176de3088c0b5481dd09ce26a814e835f76c7c225ef5ef02f685b437a7c0f;0964100A;150
2002-03-25 11:32:00;LINCOLN PARK;DOF;9e7f7c7c7549edb118c59d89dfac5f216a95ae1ce89d8da48f3cfb23345cf0e1;0964100A;100
2012-06-13 18:01:00;LAKE VIEW;DOF;3468cf196a083643c1b6c96030d56a5fa37440e650200eed35511172397343c1;0964090E;75
2003-07-16 02:08:00;NEAR WEST SIDE;CPD;58f9eba88021b779ccb9cdef6555e164016e25904e466d3fa30387f3c0137b44;0976160A;25
2005-02-05 21:30:00;WASHINGTON PARK;CPD;b4e525662c3b78ab77badff635e773b46139ceacf9156c959c323bd36c72ae27;0976160A;50
2003-01-15 15:00:00;WEST GARFIELD PARK;CPD;00dbbd5c653b67f9314567385f4700b15d56c85f53a3decf2a4fa5119d0169d2;0964110A;30
2009-06-13 14:14:00;WEST TOWN;DOF;4884a9e4ba4d9df888a6f081e2b8b0094230441ddbc969185403d9bc1a4d6444;0964090E;60
2001-07-19 02:20:00;DOUGLAS;CPD;3ba0c54fa7f9e8b9ee05d80829bbb6ed0b29834d4526a22925f5d60bdfe48602;0964040B;50
2005-05-10 10:15:00;NEAR NORTH SIDE;CPD;24bd1dc1cf3dfe259203934bb34afe8c92c13f12f490c69aeb9b79d80e210db3;0964040B;50
2001-05-29 18:20:00;BRIDGEPORT;DOF;c2b713671435c0fa1bec41f796ba54189561de95159ad9451a6d822018f44590;0964190A;30
2014-06-25 09:15:00;AUSTIN;DOF;38217ed66a4f0792542d2c30fe64d2d6a30cab08503691a31aa20c5e336b3c71;0976160D;60
2017-03-21 09:08:00;SOUTH SHORE;DOF;b55e79dd5b7d606821ea1585794342affb623c69a852f341eaa72d95e004682f;0964125B;200
2002-08-09 16:20:00;LOOP;CPD;6d5352e678c8c98e1e3dc6b95cba197a91eeb8991ec5252e5e040f31f8f26cc2;0964080A;50
2007-03-16 13:01:00;NEAR WEST SIDE;DOF;ddc9911b81553dafdfafbede48af46a36ea287b356697febbcdb55686554e5ef;0964190A;30
2002-01-02 12:34:00;SOUTH LAWNDALE;CPD;8fe194f0761bea7d6b7ab3415f20e64386e3d799e9bdfcc45fea47fb5e5cf901;0976160F;25
2015-05-04 10:23:00;AUBURN GRESHAM;DOF;0d36ec46d60efbf96e361e1c38b435900dcc6b0c1c18575044b366a6fb1f7deb;0976160F;60
2014-02-08 03:17:00;LOGAN SQUARE;CPD;83673f5d11c22f636c1552cde8f994fde932f30b49b524c3c2fed8d63515517b;0976160A;60
2013-10-01 21:31:00;GRAND BOULEVARD;CPD;31d288e6a699062331c5348601c0395e58fe504598c954c8cf9f07e8cd89f361;0976160F;60
2003-04-29 09:17:00;LOWER WEST SIDE;CPD;b663d0d0795e4f5bdc44af43d92e68788b1d8a3b0d04a70c151ba5c7292a26ac;0976160A;25
2011-02-05 11:43:00;SOUTH LAWNDALE;CPD;dfa87930f412cf2f739d1ffabd53cb4d8062eb050d4f35abbca80c2d53087352;0964100A;100
2005-05-23 16:42:00;NEAR NORTH SIDE;DOF;903acad114c9de84989f1a74b4800368a82a3a9a35305b1418b77b2628f2b634;0964190A;30
2011-07-03 13:18:00;ROGERS PARK;DOF;2efbf716b9da256428238362a79ae090b82ec739a1e186ffb62ba67170cd8b5f;0964190;50
2003-04-01 13:30:00;NEAR WEST SIDE;DOF;98192fc3c18f984add8109e064f75ebfb4df395fb226fa1bf8b7743e08555ce4;0964190A;30
2010-11-04 10:27:00;WEST TOWN;DOF;64396d2abe4f24092b4a8221bace05c5c46c4d80de8a5cf8af5069902beb89dd;0964040B;50
2012-04-03 19:08:00;LOOP;DOF;effe2fde1703287e047b34bee96852584fa73e52d794a49eafd7269392c3b684;0964125B;200
2007-04-26 07:28:00;LINCOLN PARK;DOF;f270972777d6fb99b3f46be2c35f663648c94628443ef50c689b2bacda1a93a2;0964080A;50
2007-08-28 22:00:00;IRVING PARK;CPD;2c95b89fe91a4f435e2867000352da04840733cbc01f1b06a5f6d3790ee57a3d;0964170A;25
2003-04-11 12:19:00;LINCOLN PARK;DOF;474e6a582cf64a5e421640342578aa421f16a296d415e5f567504741dc95fa1f;0964100A;100
2003-04-24 18:21:00;LOGAN SQUARE;DOF;be561067470b0341553d59f92cced1a73e3ddf41ce95a44d335416b841313cf5;0980130A;25
2018-02-21 10:38:00;LOGAN SQUARE;DOF;01bbf0c17704b7e5fcd373589f02a67d7b16531ec9fe7aa273a0c91f7566f957;0964190A;50
2011-04-19 11:31:00;PORTAGE PARK;DOF;a5a479112db69c1225a7dc1fac3c6f5015c090b4f0ebf65491242aceac41a9ff;0964040B;50
2018-02-02 17:26:00;LOOP;Miscellaneous;9aa631b467de064eee577ec3f58976f8ed7c5d6f0166432c6385d6a5db3bbdfb;0964190B;65
2003-07-29 14:30:00;LAKE VIEW;CPD;f957e9e18d786d1268417e600a6550afc471ee82e1d38cd0044eb427d0d86ef3;0964125;60
2004-02-26 14:10:00;WEST TOWN;DOF;45ebffb3f3330b3d04a4e0e5a3e3c8d85a1227ab7edfa950631bf61783d15159;0976160A;50
2005-08-25 07:39:00;NEAR NORTH SIDE;DOF;0bde298f46d4e4187628d861743573cc419cf92cdbfbad4b159eb9b1096878e5;0964080A;50
2004-11-27 19:13:00;LOGAN SQUARE;CPD;95f214b2e89979ef6d21715459369cfe8396f8c8c40fa54b52d9a3b924216b4e;0976160F;50
2013-06-26 12:50:00;LAKE VIEW;DOF;035407c8af8449ff6494dab904dca3530e9ed4472d6d19e9bb6df4c9d6eed344;0964190A;50
2002-09-14 12:04:00;EDGEWATER;DOF;b5194ae1e14111703033ce59cdeb7ced5e25c4d3decf911494027355b99cd85e;0964190A;30
2016-07-04 19:29:00;AUSTIN;CPD;ee236530e08a9c2d3d79bd5ee12ac8e7075bc7640cb005ebca3948b8ae23043d;0976160A;60
2000-11-15 09:30:00;UPTOWN;CPD;b26bf72528baff0b17052223a2c739a9b417073d3265944dd872cfafdac0c9b3;0964040B;50
2011-01-18 19:48:00;LINCOLN PARK;DOF;64450f8888db7c75d11b5197709f1f789be8f1266f71be90142b42d0e90ae8ef;0964190;50
2006-05-18 09:00:00;LINCOLN SQUARE;CPD;0f979375a2ec67c6fa5a5c115d3a36d8407159d64db347700f3dc4949c5ae558;0964091;50
1999-10-12 01:46:00;NEAR NORTH SIDE;CPD;00c348a4e4787967168db3f14a3a8d94890071f07cce8f6ce0e63adba30c564f;0976160A;25
2011-08-19 14:53:00;LOOP;DOF;2ac9449baa99b7046cd127069e344c479248d0498e44711628d9885f6a158c2d;0964190;50
1997-08-10 23:12:00;IRVING PARK;Unidentified;069e377ac905fd99ac599623d590a41e9f4de14d03b2115fbc8931103c604481;0964150B;30
1998-09-29 10:03:00;LAKE VIEW;CPD;d135c981a5c8e5a2489a376832edf805f06e6d81584f663f98991129567c55e9;0964040B;50
2007-10-25 08:43:00;CHICAGO LAWN;DOF;a76d9a549d148cdad957368db375d6fe21a5f843a989181d33b18e540dee4620;0976160A;50
1999-11-23 12:11:00;LOOP;CPD;81487802873b322e674a91475848e2273eb959df42a8531fbc323b9ca0660972;0964150B;30
2016-02-03 21:28:00;LAKE VIEW;DOF;e33a346b6302be27d34b0656a678a21bedf71c1574e7c8cf3453d97bad9a2417;0964190A;50
1997-04-09 19:20:00;WEST TOWN;Unidentified;a287acb6fcbf6cb3837fa4caeb95be3d4271d6e738ab8273fb1c10da0dcf5863;0964150B;30
2005-09-29 12:54:00;LAKE VIEW;DOF;a5456b8fc13abe50c28b5fc20384ee3e921f1b2e8d39f5db0aaa47ff0f39c0a8;0964190A;30
1999-04-30 09:35:00;NORTH LAWNDALE;CPD;92f0b883a40ffd16c44f84c902b4575b5233e37d81973ffd4e9886dc6eabfc80;0964040B;50
2009-07-16 03:30:00;ROSELAND;CPD;98443171cd8c122f444b3394fb8f85bc02de40eab6b4e10daa46fc328245f653;0976220B;250
2013-12-19 17:24:00;NEAR WEST SIDE;DOF;548a43a8fdaedcf460bf51c38e9175dc31044d30ccd5c5070ba973839c8ab210;0964190B;65
2013-03-17 22:58:00;SOUTH LAWNDALE;CPD;4eeab082ef09207729796fed866feca54ed74b08722417a0b7090c511ff5805f;0964125B;200
1999-11-23 09:25:00;LINCOLN PARK;CPD;a9e3d358af7afecbae01e4a19ce35ef3bed0f5d01e1ba9de1d4f0268796c6074;0976160A;25
2003-05-31 19:20:00;NEAR NORTH SIDE;CPD;a71ebaa828697da0d15b81a76b195b38c34cc5d43467239bd70ded242660fac7;0964080B;50
2009-10-11 19:33:00;MOUNT GREENWOOD;CPD;475d7f0f9fb076f97e26d8d7dade2710398713c748264957647978622ba16adf;0964090E;60
2016-09-09 03:14:00;AUBURN GRESHAM;CPD;f31d6584e58cc1b52269e7be69f70423e280b7f4dd0c67d09b2a4ff755f9d8d1;0976160F;60
2002-08-14 10:07:00;BELMONT CRAGIN;CPD;c11346ee7b3efc46dea2c89034d5425b9feb856490d12b99480f3e21f66ac43b;0976160F;25
2006-11-25 09:40:00;EDGEWATER;CPD;53fd9b0b9546dbc5a3a718d99bdedbe4360c0a5eb07de1b35abcce4ada7aed57;0964190A;30
2009-04-23 21:44:00;LAKE VIEW;DOF;885235ea908b04b6db81e3c29a97b56a679549968ea1faa3f48b6dea9826aa42;0964090E;60
2009-12-07 20:24:00;ROSELAND;CPD;20078ca26d581441dba52464a801935994106362267682aabea3275663b2eac6;0964100A;100
2015-07-30 21:55:00;LINCOLN PARK;DOF;831a7937ab73a5ee09d5ab9f44c45a8e7713686e026981c50e0f15b0d1db0f43;0964190A;50
1999-11-28 10:06:00;ROGERS PARK;CPD;8d3e411568efed14a33d12864c63bde7b685dae8b21414166366d954dcd85b99;0964130;50
2004-01-30 23:50:00;CHATHAM;CPD;7127a998f6c7962209d47cef7db2ecebef2fa3c8b8cd1a42de525d8b3735f504;0964125;60
2011-10-06 13:17:00;NEAR WEST SIDE;CPD-Other;fb695cba5106c72bdd7cd930bee1c79da22a56fe67ddc7b31ab8c3770845ad97;0964100C;150
2003-04-07 10:26:00;SOUTH LAWNDALE;DOF;97447c6597b66acb12c736d2ef1f67f25bfcb55e17410330d5d08ae43b560a96;0964190A;30
1999-05-05 09:34:00;PORTAGE PARK;Unidentified;c3cb072305fde1ba53395666070d0ab80303af0238cbf1254aa8e07b9153fd5e;0964040B;50
2001-09-24 13:59:00;LINCOLN PARK;DOF;ddfdb3396e4b132a073bbcc921168661aef027e3ac3f8f7cf7971ba4c14bc602;0964190A;30
2015-07-15 22:01:00;SOUTH CHICAGO;CPD;ae86a2caee03401ccc8448ce3989e3e39037b3149dea43d9a42799f2cf847c39;0964100A;150
1998-10-08 11:25:00;NEAR WEST SIDE;CPD;14b02b644e2c2c48e0096f057338008ae9d1036752dcdc2c9a4276cb6111d421;0964160A;50
2010-08-24 08:43:00;NEAR WEST SIDE;CPD;686bb8705b3f04afea43a8c0b2b10d00922b933884a52730e376f8f1c013be0e;0964080A;60
2000-09-19 09:09:00;LOGAN SQUARE;DOF;e672a2623eed8bfd537a35e07c93c3363a6bd1e510d81c675d2e75f002da7da2;0964040B;50
2002-06-28 10:38:00;LOOP;CPD;2c0c4493bfc04d5237b0a3458d2586471cdc2606cec5f589fa8e4d0b9e441cdb;0976160A;25
2014-11-24 23:43:00;LINCOLN PARK;DOF;1ca892e3d3c33b58bac8c5e0ca0156d4c6d56bbbe64d386885390734b85ea7dd;0964090E;75
2010-05-14 09:21:00;LOOP;CPD;2c6bb493519599a8b7c5e4b12ad3749dfb03b37b8a438173d2938a7edf009007;0976160F;50
2005-11-02 09:33:00;SOUTH LAWNDALE;DOF;66606f4140ca9ebd98aa311acfca521f033de05d52b4956c8fe7e0cdd10935ba;0976160F;50
2008-09-23 21:56:00;LAKE VIEW;DOF;9a0c5af527710217a38f849d6f8bb93d6626fd8ff40b2cec962fbb86543ae254;0964090E;60
1998-02-13 17:55:00;NEAR WEST SIDE;Unidentified;b32b2781887bb6b098878a544fdc3f13ecf5d620661bec81981f16780e2dd360;0964190A;20
2008-12-08 19:41:00;ROGERS PARK;CPD;0b51d77c2d5139b901e44bfba2cdd0c1a0d788990c123d8cf721cf26474c4ce8;0980080A;100
2003-07-28 01:39:00;WEST TOWN;CPD;9a28600bf308009ef314bfcfa173bf8b91a9549a3fb48088534e33cf8c78821e;0964090E;50
2000-05-27 14:58:00;LAKE VIEW;DOF;453627e605aa334c20ece0e7deca8f820343af58c77b8b2ee8728178fb9d7d4a;0964190A;30
2010-09-29 12:07:00;KENWOOD;DOF;cca0e15027e3e69f96d38f1c721efa20775efaf5a98b02e121e92f7585748205;0964170A;25
2017-11-22 11:20:00;NEAR WEST SIDE;Miscellaneous;727e2098737cd497cc18c0befd9ee488169c71e6dc8dce42329af48b245a4090;0964190A;50
2015-05-11 09:52:00;HYDE PARK;DOF;e5688e5ff2447832b63d03b102af79e7a4b079fcea1d30d31b0ddb5a7362dc5f;0964110C;60
2013-09-11 18:10:00;ROGERS PARK;CPD;d431e919133eec071875899448b6efa2affce35614a8b694bf2aa3f99ff621c2;0964090E;75
2008-05-08 09:32:00;UPTOWN;DOF;74b4105127ec358e5d4902520d7170ab1a9200fd1c0168571327b60580ba6116;0964040B;50
2001-06-20 13:37:00;WEST TOWN;DOF;0cc742c32976f6d068247ec57279ccb707b4be97eab35efa481c5a958f95dd6f;0964150B;50
2001-05-01 14:11:00;NEAR NORTH SIDE;DOF;4036341969a35b679554d4a197d147f2903711c0fa7cb61ded20287abd2da3c0;0964190B;50
2017-05-02 16:33:00;WASHINGTON PARK;CPD;a5833f88a2c7b2671222ff4f38772be8387a93274535323b17de7e512e7b1ca3;0976210B;25
2014-01-02 08:39:00;MORGAN PARK;CPD;361115ceecfcb3cd222bb850cb05c5f1fb96c3d751ea89072a120f698ab507b9;0976160F;60
2008-06-13 17:52:00;SOUTH SHORE;CPD;0ef30221322fd6763f9f90a23cf480f5d07bf00c86fee00409b7ee687a90495b;0964020B;75
2003-12-09 10:42:00;GAGE PARK;DOF;e369c51d8f40ea000ad01bde300fdf0c5895c390819db8bae5c12a6c44a07cde;0980080A;25
2012-03-09 12:51:00;NEAR NORTH SIDE;Miscellaneous;017aaaaac9aef76029fbe8a026420910b45d3384cb121a097b1718a10c0bd8b5;0964190B;60
2001-06-21 07:50:00;LOOP;CPD;dc84d92bff852befed7193e1da508bb03902f07c2b5e96e12ed21e8e39e83a46;0964150B;50
2013-07-16 08:46:00;GREATER GRAND CROSSING;DOF;5dfc24377ab84bca67a8afb6698f97926476083534efd03cbdc8df32da20c15f;0964125B;200
2002-05-07 21:30:00;EDGEWATER;CPD;c0c12567cae88df26a105e4a29f7ddf12db524e0084df8401bc1ee226a5db7b0;0964150B;50
2006-08-06 10:33:00;LINCOLN PARK;CPD;30945bd9029ec850b279cfe8b2eeeda58d6532c40b28f4d439dfe53669e9a711;0976160F;50
2013-12-04 19:25:00;NEW CITY;CPD;f6f7c26dd35b348b4334c07b7aa5e33b64a5478f78e10d0ab921fb96d37a0531;0964110A;100
2001-06-19 10:20:00;UPTOWN;CPD;c8115cf2dec783352b0f37a09cd71f0d32659c967b1899aa7015e79747d3618f;0964040B;50
2017-11-29 20:17:00;UPTOWN;DOF;c31d7c9666a591ddd8bedab2796d8fb3bdc4b9b9fbf8c313935d05efbd983712;0976160B;60
2015-09-09 08:50:00;WEST ENGLEWOOD;CPD-Other;a79cbd24fa8eedd6ca5e58e2bdd254449e9b196e53b68a29c95e596b4119d8be;0964150B;75
2002-05-09 16:30:00;CHICAGO LAWN;CPD;b8e79a84f2407912eb210486fc9a5201f31167c2cf4d068e34d1ab18bab266a7;0964080A;50
2015-05-30 12:15:00;NEAR SOUTH SIDE;CPD;47ff730e78c9ef5d2a031a88ab58010ffa293811d9ddab5fe106a1eb502c67a1;0964150B;75
2012-03-08 17:37:00;LOGAN SQUARE;DOF;b768bb75ee618809c866d780dff41854024332ccc15a3f65b5aab3878b806acc;0964090E;75
2014-10-25 17:05:00;AVALON PARK;CPD;51bbec5694767560b38c962dd2a275cdeaa975099b0274f57f02b1662693e517;0976050C;25
2009-10-14 07:50:00;HUMBOLDT PARK;CPD;9580025eef470a170bd7d5ac7e790ecf9e169495578aad4da00568e4e0d155c0;0964080A;60
2000-10-03 14:51:00;EAST GARFIELD PARK;CPD;a6f14b52d7732c8107e7cf23ae2ac522403a2be754c14e6e0cc276d1c33abd88;0964080B;50
2014-06-14 15:17:00;NEAR SOUTH SIDE;DOF;b1d061a0f913e926af3597fa6a2f085f4ce50c2a75979aa157e662272a62b5d8;0964041;60
2003-09-26 18:14:00;LINCOLN PARK;DOF;c4645a83bb65d634c5ca0253bdc942ac7489a8a4443ffb43caf8a6b822c264f2;0964090E;50
2011-02-25 23:05:00;CHICAGO LAWN;CPD;bfc5d63347b66954dc67ac95232c58924de49b38fc0281e9391cb56400289bec;0976160F;50
2014-02-05 14:50:00;NEW CITY;CPD;57dab7c71a9b18d5ddb0d27bffbf34b603563939f3cfb436cb0538d23f63f01d;0964080B;60
2014-05-28 20:50:00;LAKE VIEW;DOF;80090db32fa47c63960635e890f8a247d1550b79f5fe4caa3953e9537a0a68a1;0964190A;50
1997-12-16 18:47:00;EDGEWATER;Unidentified;15f7b0544f20c4e2915377665cdf0567056463867f52b61c5b8e3bb81ded51e8;0964125;60
2014-10-22 12:02:00;LAKE VIEW;Miscellaneous;20624766f881113fca0eab4230d316858239cd52beec38ca50e3de812d15a870;0964190A;50
2006-09-11 09:15:00;LAKE VIEW;DOF;8a621cd531dfb7b37b5ddc7d2432e905a1b083082a19eb3ca914e4eec4d5ff43;0964040B;50
2003-01-20 03:45:00;NORTH PARK;CPD;d62940b61f3e2de5baa0ff5d18d85d60a130977042250f2be264e8d5c32824a5;0964170A;25
2002-10-24 12:16:00;LOOP;CPD;d6de72c2acdc142f245399261a9bcaceb50cb4e90f77bf6565f575a7879f7f04;0964190B;50
1996-06-18 07:10:00;WEST RIDGE;Unidentified;e38a935274bca153f95a4b07b9eafb3dd145bf5a82f75f511ea726fc4f726c50;0964080A;30
2002-05-15 23:40:00;LOOP;CPD;765a836ac4398fb523e709e954e93fb3a857bbf3575cb5d465ef8de848e4f9e3;0964190B;50
2008-07-07 16:25:00;NEAR WEST SIDE;CPD;49b290ac223a5c4e91f1f7e4adbb8aeb70f9e6e827888dadfdcb2761fb59ddd6;0964080A;60
2008-06-19 09:32:00;NORTH LAWNDALE;CPD;c9f185660ff1ebff236403ab66cbd82a4359c235d8afe11c55ed6ce23bdb7b1f;0964040B;50
2003-03-25 07:22:00;AVONDALE;CPD;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0976220B;25
2005-09-13 01:10:00;SOUTH LAWNDALE;CPD;690d2d2307e3aa8946e00e9f26f9f15f7fc196bc10d19d4801689081159f9c78;0964125;120
2004-07-14 11:01:00;BELMONT CRAGIN;DOF;9c1d5463fe291eb63d114ed5ae3a6b33debcd9a6ee925a71cb537f0f0a97ac58;0964040B;50
2007-08-02 23:38:00;WEST TOWN;CPD;c2a98d47d01c71aca8ddd3b8c7133b6d67995af4af6c111db6579936eb2f6109;0964090E;50
2004-08-09 14:45:00;NEAR NORTH SIDE;DOF;4afdce1f6eae8cffa42abddb87b94595a589d96e0656951d2a4c5ff78498de34;0964190A;30
2014-01-31 08:45:00;GRAND BOULEVARD;CPD;4599dd5039e8e39dcd35ff7679558b6ee7217f6600c6763c886027f418d90b48;0964080B;60
2012-04-12 06:31:00;BELMONT CRAGIN;Miscellaneous;d012df969ae0bc8004f123de7da519a4ed486cc6edbcff406c9fab006c7d673a;0964125B;200
2010-05-28 07:12:00;NORTH CENTER;DOF;b49e419d6f6896162a095b91b0df36d03f14a1f231cc5b0d3726a0e4876fa73a;0964040B;50
2001-07-14 16:22:00;NEAR NORTH SIDE;CPD;d2b35f173ddcbe47d6dc348f8f248eb5c8c268b2d476e9a3f13e73d0b0f2382a;0964190A;30
2007-06-11 18:20:00;ASHBURN;CPD;89451cd2872c476ee0c89b9b5f0857d75dd98d80ad77f7d2a209c5178336cd30;0976160F;50
2008-02-03 09:03:00;KENWOOD;CPD;bd730a370f0e56f4b6ad931bc43f043cf9831d2b3cf374d83fea1fc2e7fcec15;0976160F;50
2016-03-03 10:11:00;WEST TOWN;DOF;96156192d91a226e8839be82e333a7c9a7fb75b2241ad5f23b9aeeaf35e9a1f8;0976160F;60
2002-01-21 16:34:00;AUSTIN;CPD;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0964080A;50
2014-02-18 16:08:00;AVONDALE;DOF;500ef95b72a3f051a89aac49e7f12fd07ba48f06b6918017d8084f5a2c34bcc6;0964080A;60
2003-05-05 19:13:00;DOUGLAS;CPD;a2a47f0a4549797c1a9df08c5ff9cf2dd2255e67ee47b3082587cbd0114d0c11;0964125;60
2009-08-25 18:17:00;NEAR NORTH SIDE;CPD;c97d9a1293e384c2e4f526464ef926cb12cd791208b22e6d1c5a63cd75d2790d;0964190;50
2005-09-13 18:51:00;LOOP;CPD;3b3243228884fca98d326009b979eac3cccd1372465d0fb54f4e8aebf785abda;0964190B;50
2009-07-31 02:33:00;LOOP;CPD;a5c9732ea3ebbad7abfba5fa4f84018bf51e8bae5420057cfc73de086823dc87;0976220A;250
2004-07-28 12:29:00;BELMONT CRAGIN;CPD;36b5ddb4ce2077ff355d97f922480949a5e2b8f231bb953bb298ff55c6213ea0;0964125;120
1996-02-15 11:07:00;LINCOLN SQUARE;Unidentified;783e28f6954d5c0aa1442ee363520f8ae67bace0799cf6dc26ca929373882424;0964125;60
2011-08-01 10:01:00;LOWER WEST SIDE;DOF;13f2ee9b749dea2052359644123c8639c66cec6d44e60eee5180f529e5385f0d;0964090E;60
2013-06-08 23:51:00;LINCOLN PARK;DOF;0de3da7d4692192856a0e2ef1016da364cd4403706f387138cf87e6db50fc404;0976160F;60
2002-07-14 20:15:00;WEST RIDGE;CPD;f78dbed94e82e2f102318787058f851b58a0bd78d27929cb44aec778329652ae;0964170A;25
1996-04-30 18:45:00;LOOP;Unidentified;10ac28d149f6f034658b853880ff695d10a2a8c462280d7d0de0eecccde5ed19;0964190A;20
2015-05-26 20:11:00;AUSTIN;CPD;8131b1922d91aa33b8f414cc776d2ebc7875fb6dff982d6eaa8501c35739d6b8;0964125B;200
2001-04-18 19:30:00;NEAR WEST SIDE;CPD;81c09bc435b3f8e77f54dd5e2e1b5cfd168b79cccc55c2f0c6faecec32c7b068;0964150B;50
2008-03-05 09:25:00;WEST RIDGE;CPD;36b6e1d05f4909cc096d8e52021a7b404f6a32cc607ade6ea0d8e48da117f725;0976160A;50
2010-01-10 08:40:00;LINCOLN SQUARE;CPD;07a13212816825fbc50111950f33461cd6d6ec3c5dc9960f1df93b5c4c54eaa2;0964170A;25
2003-08-22 19:20:00;CHICAGO LAWN;CPD;2be6c0b234618ca650c56725bd32916994f21eb089d1dbe9ef72c55216fdddbd;0976160D;25
2007-07-24 20:03:00;BRIGHTON PARK;CPD;26d4820e927a22ab77fed13791bffe52127e0f21ed276d1b88a45b99c254458e;0964090E;50
2007-07-09 09:44:00;WEST TOWN;DOF;bff46eecbc3097ea084249fc2969cb6d7cb2ec34d1a3ffba5ba7a58690a1a3c5;0964040B;50
2001-11-19 15:55:00;LOOP;CPD;0a7855688006bedb792ff38c3063a315e700dc54592a23f6630f43dc75e4a1aa;0964100A;100
2011-12-21 11:31:00;HERMOSA;DOF;b7352a97c43a29d52bb5a0969847dab372046031ed504daeb7e8f86584469720;0964170A;25
2002-04-16 09:58:00;KENWOOD;DOF;84249d0232f1999ca0a6179e77537a1fa296a6fa267f102e74166582ba08336c;0964040B;50
2009-06-06 02:45:00;WASHINGTON HEIGHTS;CPD;46a2cf19ec84dca5f0178e6f2ea7d03499ce047a24eb5dbeda6174cf880a31a4;0964110D;60
2015-07-21 08:41:00;AUBURN GRESHAM;CPD;b2853ed33476a52051e1c34ef4a94ade71317921e5f27314f77cf030bf494e2a;0964125B;200
